"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Man","This does not apply to me","STEM (science, technology, engineering, mathematics)","This year","6-10 years","","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","Sometimes","Rarely","Sometimes","Often","Rarely","Often","Often","Sometimes","Rarely","Sometimes","Sometimes","Often","Often","Often","Strongly agree","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Agree","Slightly agree","Agree","Agree","Disagree","Slightly agree","Slightly agree","Slightly agree","Disagree","Disagree","Agree","Disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",134,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","Non-STEM","In the last year","More than 10 years","","Rarely","Never","Rarely","Rarely","Disagree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Sometimes","Often","Sometimes","Sometimes","Rarely","Often","Always","Sometimes","Often","Often","Sometimes","Always","Always","Always","Strongly agree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Sometimes","Always","Sometimes","Always","Always","Often","Slightly agree","Agree","Slightly agree","Agree","Slightly disagree","Slightly agree","Agree","Slightly disagree","Disagree","Disagree","Slightly agree","Disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Slightly satisfied","Agree",135,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","","This year","More than 10 years","","Never","Rarely","Rarely","Never","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Never","Never","Never","Always","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Always","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Often","Rarely","Often","Always","Always","Always","Always","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Slightly disagree","Strongly disagree","Very satisfied","Very satisfied","Very satisfied","Dissatisfied","Very satisfied","Very satisfied","Disagree",136,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","This does not apply to me","Non-STEM","In the last year","More than 10 years","","Often","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Sometimes","Often","Sometimes","Sometimes","Rarely","Often","Sometimes","Rarely","Sometimes","Rarely","Rarely","Rarely","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Sometimes","Rarely","Sometimes","Sometimes","Often","Often","Always","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Slightly agree","Agree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Satisfied","Slightly satisfied","Disagree",137,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Sometimes","Sometimes","Sometimes","Rarely","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Often","Often","Often","Rarely","Rarely","Sometimes","Often","Sometimes","Sometimes","Sometimes","Rarely","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Rarely","Often","Often","Often","Often","Often","Slightly agree","Slightly agree","Disagree","Slightly disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Satisfied","Disagree",138,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Sometimes","Sometimes","Often","Disagree","Strongly agree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Always","Always","Often","Always","Always","Sometimes","Often","Always","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Always","Always","Rarely","Sometimes","Often","Always","Sometimes","Rarely","Agree","Strongly agree","Disagree","Agree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Dissatisfied","Dissatisfied","Agree",139,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","I don't know/ This does not apply to me/ 0 articles","Often","Sometimes","Often","Sometimes","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Strongly agree","Somewhat acceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Sometimes","Sometimes","Rarely","Sometimes","Often","Often","Always","Always","Disagree","Slightly agree","Slightly disagree","Strongly disagree","Strongly agree","Strongly disagree","Slightly agree","Disagree","Slightly agree","Slightly agree","Slightly disagree","Slightly disagree","Dissatisfied","Dissatisfied","Very dissatisfied","Very dissatisfied","Satisfied","Satisfied","Agree",140,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years","","Sometimes","Sometimes","Rarely","Sometimes","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Often","Often","Sometimes","Rarely","Often","Always","Often","Often","Often","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Always","Always","Always","Always","Always","Often","Often","Agree","Slightly agree","Slightly agree","Agree","Neither agree nor disagree","Slightly agree","Agree","Disagree","Disagree","Disagree","Disagree","Slightly disagree","Slightly dissatisfied","Slightly dissatisfied","Dissatisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",141,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Often","Often","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Strongly agree","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat unacceptable","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Slightly disagree","Slightly agree","Slightly disagree","Agree","Slightly agree","Slightly agree","Slightly agree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly agree","Very dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Satisfied","Satisfied","Agree",142,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Often","Rarely","Rarely","Neither agree nor disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Sometimes","Sometimes","Often","Rarely","Rarely","Often","Sometimes","Rarely","Sometimes","Often","Rarely","Often","Often","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Rarely","Sometimes","Sometimes","Rarely","Neither agree nor disagree","Neither agree nor disagree","Disagree","Slightly agree","Slightly disagree","Slightly disagree","Agree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly disagree","Neither agree nor disagree","Satisfied","Satisfied","Dissatisfied","Satisfied","Slightly satisfied","Slightly dissatisfied","Agree",143,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Sometimes","Often","Disagree","Neither agree nor disagree","Strongly agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Disagree","Strongly agree","Agree","Agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Always","Always","Always","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Always","Always","Often","Often","Sometimes","Often","Sometimes","Often","Slightly agree","Agree","Slightly disagree","Slightly disagree","Agree","Slightly agree","Agree","Agree","Slightly agree","Slightly agree","Slightly disagree","Neither agree nor disagree","Satisfied","Satisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Disagree",144,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","Non-STEM","This year","1-5 years","1-2 articles","Often","Sometimes","Rarely","Sometimes","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Strongly agree","Disagree","Strongly agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Sometimes","Sometimes","Sometimes","Never","Rarely","Sometimes","Often","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Slightly agree","Slightly agree","Slightly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",145,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","Non-STEM","This year","More than 10 years","","Often","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Strongly agree","Agree","Disagree","Neither agree nor disagree","Agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Often","Often","Rarely","Rarely","Often","Often","Often","Often","Often","Often","Always","Often","Often","Strongly agree","Completely acceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes","Always","Always","Slightly disagree","Strongly agree","Slightly agree","Slightly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",146,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Never","Rarely","Sometimes","Rarely","Strongly disagree","Disagree","Disagree","Strongly disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly disagree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Often","Rarely","Sometimes","Often","Sometimes","Often","Often","Sometimes","Always","Often","Often","Strongly agree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely acceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Somewhat acceptable","Always","Always","Often","Always","Sometimes","Always","Always","Always","","","","","","","","","","","","","","","","","","","",147,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","Non-STEM","In the last year","More than 10 years","","Rarely","Sometimes","Rarely","Sometimes","Agree","Agree","Agree","Neither agree nor disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Sometimes","Sometimes","Sometimes","Often","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Strongly agree","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Sometimes","Often","Often","Often","Often","Sometimes","Agree","Neither agree nor disagree","Disagree","Agree","Slightly disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Agree",148,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","Non-STEM","This year","More than 10 years","","Rarely","Never","Rarely","Never","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Agree","Neither agree nor disagree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Often","Sometimes","Often","Rarely","Rarely","Always","Always","Always","Often","Often","Sometimes","Never","Always","Always","Strongly agree","Completely acceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Always","Always","Always","Always","Agree","Disagree","Slightly agree","Strongly agree","Strongly disagree","Agree","Agree","Slightly agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Very satisfied","Very satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Agree",149,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","1-5 years","","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Strongly agree","Strongly agree","Agree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Neither agree nor disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Always","Always","Often","Rarely","Rarely","Always","Always","Often","Always","Always","Always","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely acceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Often","Often","Always","Always","Often","Always","Often","Often","Agree","Agree","Neither agree nor disagree","Slightly agree","Slightly disagree","Slightly agree","Strongly agree","Slightly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Satisfied","Satisfied","Dissatisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Agree",150,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",151,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","Non-STEM","In the last year","1-5 years","3-4 articles","Often","Sometimes","Rarely","Often","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Disagree","Agree","","","","","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Always","Often","Always","Never","Rarely","Always","Sometimes","Often","Often","Always","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Often","Sometimes","Sometimes","Often","Always","Often","Often","Sometimes","Neither agree nor disagree","Slightly agree","Disagree","Slightly disagree","Slightly agree","Strongly disagree","Agree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly agree","Slightly disagree","Very dissatisfied","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied","Agree",152,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Often","Strongly disagree","Agree","Agree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly disagree","Agree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Often","Sometimes","Often","Sometimes","Rarely","Often","Always","Rarely","Rarely","Rarely","Rarely","Always","Always","Always","Strongly agree","Somewhat unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely acceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Always","Always","Sometimes","Often","Sometimes","Always","Often","Often","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Slightly disagree","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Agree",153,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",154,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","PhD student","Non-STEM","This year","6-10 years","3-4 articles","Sometimes","Rarely","Rarely","Rarely","Strongly disagree","Agree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Often","Sometimes","Often","Rarely","Rarely","Sometimes","Sometimes","Never","Often","Always","Often","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Rarely","Sometimes","Sometimes","Often","Always","Rarely","Rarely","Disagree","Disagree","Disagree","Slightly disagree","Agree","Strongly disagree","Agree","Strongly disagree","Slightly disagree","Slightly agree","Slightly disagree","Disagree","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Satisfied","Dissatisfied","Dissatisfied","Disagree",155,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Often","Sometimes","Often","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Strongly agree","Neither acceptable or unacceptable","Somewhat acceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Rarely","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Rarely","Slightly disagree","Neither agree nor disagree","Slightly disagree","Disagree","Slightly agree","Slightly disagree","Slightly agree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Slightly disagree","Disagree","Satisfied","Satisfied","Slightly dissatisfied","Neither satisfied nor dissatisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",156,"Passed"
